article_id,newspaper,year_window,search_term,article_title,article_url,published_date,updated_date,image_index,image_url,local_image_path,caption,credit,positive_chart_signal_count,positive_chart_signals,negative_photo_signal_count,negative_photo_signals,review_priority,auto_review_label
59dd0804-5704-553f-aed3-b4a65bb75ee3,The New York Times,2014,"""net zero""",William Maclay’s Road Map to Get Off the Grid,https://www.nytimes.com/2014/06/19/garden/william-maclays-road-map-to-get-off-the-grid.html,2014-06-18,,1,https://static01.nyt.com/images/2014/06/19/garden/19QNA1-copy/19QNA1-articleLarge.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-06-18_59dd0804-5704-553f-aed3-b4a65bb75ee3_img01.jpg,,,1,map,0,,0,likely_visualization
59dd0804-5704-553f-aed3-b4a65bb75ee3,The New York Times,2014,"""net zero""",William Maclay’s Road Map to Get Off the Grid,https://www.nytimes.com/2014/06/19/garden/william-maclays-road-map-to-get-off-the-grid.html,2014-06-18,,2,https://static01.nyt.com/images/2014/06/19/garden/19QNA1-copy/19QNA1-thumbStandard-v2.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-06-18_59dd0804-5704-553f-aed3-b4a65bb75ee3_img02.jpg,,,1,map,0,,0,likely_visualization
7f179545-68e3-5131-8715-4863b3c9886b,The New York Times,2014,"""net zero""",Aspiring to Nothing,https://www.nytimes.com/2014/01/09/garden/aspiring-to-nothing.html,2014-01-09,,1,https://static01.nyt.com/images/2014/01/09/garden/20140109-LOCATION-slide-9TOT/20140109-LOCATION-slide-9TOT-articleLarge.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-01-09_7f179545-68e3-5131-8715-4863b3c9886b_img01.jpg,,,0,,0,,1,broad_candidate
7f179545-68e3-5131-8715-4863b3c9886b,The New York Times,2014,"""net zero""",Aspiring to Nothing,https://www.nytimes.com/2014/01/09/garden/aspiring-to-nothing.html,2014-01-09,,2,https://static01.nyt.com/images/2014/01/09/garden/20140109-LOCATION-slide-9TOT/20140109-LOCATION-slide-9TOT-thumbStandard-v3.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-01-09_7f179545-68e3-5131-8715-4863b3c9886b_img02.jpg,,,0,,0,,1,broad_candidate
6e96688f-6499-56c8-baf1-6b9d5b7ff900,The New York Times,2014,"""global temperature""",‘Neglected Topic’ Winner: Climate Change,https://www.nytimes.com/2014/01/19/opinion/sunday/kristof-neglected-topic-winner-climate-change.html,2014-01-18,,1,https://static01.nyt.com/images/2010/09/16/opinion/Kristof_New/Kristof_New-articleLarge.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-01-18_6e96688f-6499-56c8-baf1-6b9d5b7ff900_img01.jpg,,,0,,0,,1,broad_candidate
6e96688f-6499-56c8-baf1-6b9d5b7ff900,The New York Times,2014,"""global temperature""",‘Neglected Topic’ Winner: Climate Change,https://www.nytimes.com/2014/01/19/opinion/sunday/kristof-neglected-topic-winner-climate-change.html,2014-01-18,,2,https://static01.nyt.com/images/2010/09/16/opinion/Kristof_New/Kristof_New-thumbStandard-v4.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-01-18_6e96688f-6499-56c8-baf1-6b9d5b7ff900_img02.jpg,,,0,,0,,1,broad_candidate
2a7ac09b-9a0e-5719-a48b-21b89d530edb,The New York Times,2014,IPCC,Fresh Views on Climate Scientists as Advocates,https://dotearth.blogs.nytimes.com/2014/01/19/fresh-views-on-climate-scientists-as-advocates/,2014-01-19,,1,https://static01.nyt.com/images/2010/05/11/nyregion/11slogan_CA0_inline/11slogan_CA0_inline-articleLarge.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-01-19_2a7ac09b-9a0e-5719-a48b-21b89d530edb_img01.jpg,,,0,,0,,1,broad_candidate
2a7ac09b-9a0e-5719-a48b-21b89d530edb,The New York Times,2014,IPCC,Fresh Views on Climate Scientists as Advocates,https://dotearth.blogs.nytimes.com/2014/01/19/fresh-views-on-climate-scientists-as-advocates/,2014-01-19,,2,https://static01.nyt.com/images/2010/05/11/nyregion/11slogan_CA0_inline/11slogan_CA0_inline-thumbStandard-v2.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-01-19_2a7ac09b-9a0e-5719-a48b-21b89d530edb_img02.jpg,,,0,,0,,1,broad_candidate
09a9338f-3f11-5e5c-8b08-2f7b8f3f4caf,The New York Times,2014,IPCC,A Conversation on Tobacco and Coal Exports and Moral Responsibility,https://dotearth.blogs.nytimes.com/2014/02/07/a-conversation-on-tobacco-and-coal-exports-and-moral-responsibility/,2014-02-07,,1,https://static01.nyt.com/images/2013/09/14/business/JP-COAL/JP-COAL-articleLarge.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-02-07_09a9338f-3f11-5e5c-8b08-2f7b8f3f4caf_img01.jpg,,,0,,0,,1,broad_candidate
09a9338f-3f11-5e5c-8b08-2f7b8f3f4caf,The New York Times,2014,IPCC,A Conversation on Tobacco and Coal Exports and Moral Responsibility,https://dotearth.blogs.nytimes.com/2014/02/07/a-conversation-on-tobacco-and-coal-exports-and-moral-responsibility/,2014-02-07,,2,https://static01.nyt.com/images/2013/09/14/business/JP-COAL/JP-COAL-thumbStandard.jpg,../Scripts/output/nytimes/nytimes_images/nytimes_2014-02-07_09a9338f-3f11-5e5c-8b08-2f7b8f3f4caf_img02.jpg,,,0,,0,,1,broad_candidate
