article_id,newspaper,year_window,search_term,title,article_url,section,published_date,updated_date,image_count
guardian_a55793ec24,The Guardian,2025,"""net zero""","The best whisky: 14 tried-and-tested tipples, from scotch and single malt to blended and bourbon",https://www.theguardian.com/thefilter/2024/dec/17/best-whisky,The Filter,2024-12-17,2026-03-09,16
guardian_25c24e9445,The Guardian,2025,"""global temperature""",Weatherwatch: 2025 likely to be another year of high temperatures,https://www.theguardian.com/news/2025/jan/02/weatherwatch-2025-likely-to-be-another-year-of-high-temperatures,News,2025-01-02,2025-01-02,1
guardian_04a17ae30e,The Guardian,2025,"""sea level rise""",Weatherwatch: The need to wake up to sea level rise in the UK,https://www.theguardian.com/environment/2025/jan/03/weatherwatch-sea-level-rise-uk-climate,Environment,2025-01-03,2025-01-07,1
guardian_478ad2e54c,The Guardian,2025,"""sea level rise""",‘A look into the future’: TV drama about Danish climate refugees divides opinion,https://www.theguardian.com/world/2025/jan/03/families-like-ours-tv-drama-about-danish-climate-refugees-divides-opinion,World news,2025-01-03,2025-01-03,3
guardian_5797b046ae,The Guardian,2025,"""sea level rise""","‘Ironic’: climate-driven sea level rise will overwhelm major oil ports, study shows",https://www.theguardian.com/environment/2025/jan/04/climate-driven-sea-level-rise-set-to-flood-major-oil-ports,Environment,2025-01-04,2025-01-10,1
guardian_bbbc0366ca,The Guardian,2025,"""sea level rise""","World’s climate fight needs fundamental reform, UN expert says: ‘Some states are not acting in good faith’",https://www.theguardian.com/environment/ng-interactive/2025/jan/07/climate-change-reform-elisa-morgera,Environment,2025-01-07,2025-04-21,4
guardian_4f485e36a7,The Guardian,2025,"""carbon budget""",First Thing: Death toll expected to rise in Los Angeles as another fire erupts,https://www.theguardian.com/us-news/2025/jan/10/first-thing-death-toll-expected-rise-los-angeles-another-fire,US news,2025-01-10,2025-01-10,8
guardian_6576a028b5,The Guardian,2025,"""global temperature""",Trump becomes first president to be a sentenced felon but avoids jail time or fines in hush-money trial – as it happened,https://www.theguardian.com/us-news/live/2025/jan/10/donald-trump-hush-money-trial-sentencing-new-york-live-updates,US news,2025-01-10,2025-01-10,5
guardian_6970232fd9,The Guardian,2025,"""carbon budget""",World’s richest use up their fair share of 2025 carbon budget in 10 days,https://www.theguardian.com/environment/2025/jan/10/worlds-richest-use-up-their-fair-share-of-2025-carbon-budget-in-10-days,Environment,2025-01-10,2025-01-20,1
guardian_a7e3b0d6f6,The Guardian,2025,"""global temperature""","2024 was hottest year on record for world’s land and oceans, US scientists confirm",https://www.theguardian.com/environment/2025/jan/10/world-temperature-hottest-year-noaa,Environment,2025-01-10,2025-01-10,1
guardian_af23fdf118,The Guardian,2025,"""carbon budget""",Warmer homes and healthier people: what’s not to like about a low-carbon future?,https://www.theguardian.com/environment/2025/jan/10/warmer-homes-healthier-people-low-carbon-future,Environment,2025-01-10,2025-01-10,1
guardian_d803d18f37,The Guardian,2025,"""global temperature""",Hottest year on record sent planet past 1.5C of heating for first time in 2024,https://www.theguardian.com/environment/2025/jan/10/world-temperature-in-2024-exceeded-15c-for-first-time,Environment,2025-01-10,2025-01-11,1
guardian_eb94ea3194,The Guardian,2025,"""global temperature""",Friday briefing: Why spiralling borrowing costs spell trouble for Rachel Reeves,https://www.theguardian.com/world/2025/jan/10/first-edition-borrowing-costs,World news,2025-01-10,2025-01-10,8
guardian_f9c3a013c9,The Guardian,2025,"""global temperature""",Afternoon Update: hottest year sends planet past 1.5C; at least 10 dead in LA fires; and a ‘sham’ Instagram marriage,https://www.theguardian.com/australia-news/2025/jan/10/afternoon-update-friday-ntwnfb,Australia news,2025-01-10,2025-01-10,6
guardian_35125f2cc2,The Guardian,2025,"""global temperature""","The Observer view: With Hollywood ablaze, ditching carbon targets would be an act of recklessness",https://www.theguardian.com/commentisfree/2025/jan/11/the-observer-view-with-hollywood-ablaze-ditching-carbon-targets-would-be-an-act-of-recklessness,Opinion,2025-01-11,2025-03-06,1
guardian_036ac39cdc,The Guardian,2025,"""global temperature""",Climate ‘whiplash’ events increasing exponentially around world,https://www.theguardian.com/environment/2025/jan/15/climate-whiplash-events-increasing-exponentially-around-world,Environment,2025-01-15,2025-01-15,1
