article_id,newspaper,year_window,search_term,title,article_url,section,published_date,updated_date,image_count
guardian_3689ef3dc0,The Guardian,2024,"""carbon budget""",What’s happening with the climate crisis and heat-trapping emissions in Australia,https://www.theguardian.com/environment/datablog/ng-interactive/2022/oct/03/tracking-australias-progress-on-the-climate-crisis-and-the-consequences-of-global-heating,News,2022-10-02,2024-07-06,0
guardian_796b3fd855,The Guardian,2024,"""sea level rise""",Climate crisis: 2023 was UK’s second-hottest year on record,https://www.theguardian.com/environment/2024/jan/02/climate-crisis-2023-was-uks-second-hottest-on-record,Environment,2024-01-02,2024-01-03,1
guardian_b649e44ba2,The Guardian,2024,IPCC,Chris Skidmore resigns Conservative whip over Sunak’s oil and gas licence plan,https://www.theguardian.com/politics/2024/jan/05/chris-skidmore-resigns-conservative-whip-over-sunaks-oil-and-gas-licence-plan,Politics,2024-01-05,2024-01-06,1
guardian_213456b684,The Guardian,2024,"""global temperature""",Jeremy Hunt’s net zero target claims criticised by climate advisers,https://www.theguardian.com/environment/2024/jan/07/hunts-net-zero-target-claims-criticised-by-climate-advisors,Environment,2024-01-07,2024-01-08,1
guardian_823cdfadbe,The Guardian,2024,IPCC,"Rishi Sunak’s woes mount with oil bill rebellion, byelections and asylum row",https://www.theguardian.com/politics/2024/jan/07/rishi-sunaks-woes-mount-with-oil-bill-rebellion-byelections-and-asylum-row,Politics,2024-01-07,2024-01-07,5
guardian_22ab214c79,The Guardian,2024,"""carbon budget""",Factchecked: the UK government’s claims about North Sea oil and gas,https://www.theguardian.com/environment/2024/jan/08/factchecked-the-uk-governments-claims-about-north-sea-oil-and-gas,Environment,2024-01-08,2024-01-08,1
guardian_d10f9bdbb6,The Guardian,2024,"""sea level rise""",‘Chaos’ in New Zealand as sea lion breeding season overlaps with summer holidays,https://www.theguardian.com/world/2024/jan/08/new-zealand-sea-lion-breeding-season-summer-holidays-overlap-dunedin-golf-course,World news,2024-01-08,2024-01-10,3
guardian_e399d34218,The Guardian,2024,"""global temperature""","Global heating will pass 1.5C threshold this year, top ex-Nasa scientist says",https://www.theguardian.com/environment/2024/jan/08/global-temperature-over-1-5-c-climate-change,Environment,2024-01-08,2024-01-08,1
guardian_3e11df32cf,The Guardian,2024,"""sea level rise""",Emissions from Israel’s war in Gaza have ‘immense’ effect on climate catastrophe,https://www.theguardian.com/world/2024/jan/09/emissions-gaza-israel-hamas-war-climate-change,World news,2024-01-09,2024-01-10,5
guardian_f4077ccb32,The Guardian,2024,"""global temperature""",2023 smashes record for world’s hottest year by huge margin,https://www.theguardian.com/environment/2024/jan/09/2023-record-world-hottest-climate-fossil-fuel,Environment,2024-01-09,2024-01-10,1
guardian_5edf90340c,The Guardian,2024,"""global temperature""",First Thing: US and UK repel major Houthi attack in Red Sea,https://www.theguardian.com/us-news/2024/jan/10/first-thing-us-and-uk-repel-major-houthi-attack-in-red-sea,US news,2024-01-10,2024-01-10,7
guardian_8f50f0257d,The Guardian,2024,"""sea level rise""","Morning Mail: Gaza genocide court case begins, blacklisted debt collector still operating, Trump’s courtroom outburst",https://www.theguardian.com/australia-news/2024/jan/12/morning-mail-gaza-genocide-court-case-begins-blacklisted-debt-collector-still-operating-trumps-courtroom-outburst,Australia news,2024-01-11,2024-01-11,7
guardian_af0a07db5e,The Guardian,2024,"""sea level rise""","Swathes of Melbourne could face flooding from rising sea levels, new long-term modelling suggests",https://www.theguardian.com/australia-news/2024/jan/11/swathes-of-melbourne-could-face-flooding-from-rising-seal-levels-new-long-term-modelling-suggests,Australia news,2024-01-11,2024-01-11,3
