article_id,newspaper,year_window,search_term,article_title,article_url,published_date,updated_date,image_index,image_url,local_image_path,caption,credit,positive_chart_signal_count,positive_chart_signals,negative_photo_signal_count,negative_photo_signals,review_priority,auto_review_label
guardian_72abdafaff,The Guardian,2023,"""climate change""","The Crunch: heatwaves, air pollution and other top charts from 2023",https://www.theguardian.com/news/2023/dec/28/the-crunch-heatwaves-air-pollution-and-other-top-charts-from-2023,2023-12-28,2024-01-23,1,https://i.guim.co.uk/img/media/c107f6b926f6555a6a3b7b313b71141138e145f6/0_0_1920_1080/master/1920.jpg?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-12-28_guardian_72abdafaff_img01.jpg,"From loneliness and password breaches to record-breaking heat, 2023 has been a memorable year for data visualisation. Composite: Getty images",,3,chart|data|visualisation,1,getty,0,likely_visualization
guardian_c2e48252fc,The Guardian,2023,"""sea level rise""",Why rising sea levels pose existential threat to the Bahamas – extract,https://www.theguardian.com/world/2023/may/22/why-rising-sea-levels-pose-existential-threat-to-the-bahamas-extract-christina-gerhardt,2023-05-22,2023-05-26,2,https://i.guim.co.uk/img/media/83f8e3d37c39f46ac2e96ccf8d43666c59ad1b5d/0_0_910_1024/master/910.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-05-22_guardian_c2e48252fc_img02.jpg,A map showing the potential coastline of the Bahamas in the future as a result of global heating. Calculations use IPCC data to predict 0.3 metre rise by 2050 and 0.91 metre rise by 2100. Photograph: Christina Gerhardt text/Molly Roy maps/UC press,,3,data|graph|map,2,photo|photograph,0,likely_visualization
guardian_81e7316f11,The Guardian,2023,IPCC,Should we name heatwaves as we do other extreme weather events?,https://www.theguardian.com/world/2023/aug/19/naming-heatwaves-hurricanes-cerberus-europe-prepare-extreme-heat,2023-08-19,2023-09-05,4,https://i.guim.co.uk/img/media/de2312d2aa52f149dfa1519f5480a850f7241493/0_0_1920_1080/master/1920.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-08-19_guardian_81e7316f11_img04.jpg,"A map compiled from data from the European Space Agency’s Copernicus Sentinel-3 satellite, showing land surface temperatures in Europe and northern Africa on the morning of 10 July 2023. Photograph: Credit: European Union/Copernicus Sentinel-3 Imagery",European Union/Copernicus Sentinel-3 Imagery,3,data|graph|map,2,photo|photograph,0,likely_visualization
guardian_99f8e0df29,The Guardian,2023,"""net zero""",The Crunch: the rise of SUVs; young people feel cost-of-living bite; and a spotlight on global heating and Cop28,https://www.theguardian.com/news/2023/nov/30/the-crunch-the-rise-of-suvs-young-people-feel-cost-of-living-bite-and-a-spotlight-on-global-heating-and-cop28,2023-11-30,2023-12-14,1,https://i.guim.co.uk/img/media/ca0f100f2958f3ac290f1aa323e468695c7e3099/0_0_1920_1152/master/1920.jpg?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-11-30_guardian_99f8e0df29_img01.jpg,"In the first edition of the data visualisation newsletter The Crunch, we take a look at SUVs, political trends and romance covers. Illustration: Guardian Design",,2,data|visualisation,0,,0,likely_visualization
guardian_99f8e0df29,The Guardian,2023,"""net zero""",The Crunch: the rise of SUVs; young people feel cost-of-living bite; and a spotlight on global heating and Cop28,https://www.theguardian.com/news/2023/nov/30/the-crunch-the-rise-of-suvs-young-people-feel-cost-of-living-bite-and-a-spotlight-on-global-heating-and-cop28,2023-11-30,2023-12-14,7,https://i.guim.co.uk/img/media/89999acb8b85c4b0c7b455024365342e63195dd2/0_0_2434_1220/master/2434.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-11-30_guardian_99f8e0df29_img07.jpg,"A screenshot of a Bloomberg graphic that shows a grid of tweets, the time elapsed at the top, and which tweets had been flagged by community notes at each time point",,2,graph|graphic,1,screenshot,0,likely_visualization
guardian_122a513b24,The Guardian,2023,"""sea level rise""","Red alert in Antarctica: the year rapid, dramatic change hit climate scientists like a ‘punch in the guts’",https://www.theguardian.com/world/2023/dec/31/red-alert-in-antarctica-the-year-rapid-dramatic-change-hit-climate-scientists-like-a-punch-in-the-guts,2023-12-30,2024-08-16,3,https://i.guim.co.uk/img/media/9e5f7e716561dde280d7a03f92e659ff0daf2e10/0_0_5538_3321/master/5538.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-12-30_guardian_122a513b24_img03.jpg,Sea ice on the coast of the Antarctic Peninsula and a map from the University of Colorado National Snow and Ice Data Centre showing the extent of sea ice on 24 September 2023. Composite: Mario Tama/Getty/University of Colorado Boulder,,2,data|map,1,getty,0,likely_visualization
guardian_01931801db,The Guardian,2023,IPCC,From climate change ‘certainty’ to rapid decline: a timeline of IPCC reports,https://www.theguardian.com/environment/2023/mar/20/from-climate-change-certainty-to-rapid-decline-a-timeline-of-ipcc-reports,2023-03-20,2023-03-20,3,https://i.guim.co.uk/img/media/85f93a10e4cd2cb579d8b60752a9e9820ee632ef/0_361_1312_1639/master/1312.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-03-20_guardian_01931801db_img03.jpg,"Ratcliffe-on-Soara power station in the UK, pictured in 2001. Photograph: PA",,2,graph|timeline,2,photo|photograph,0,likely_visualization
guardian_01931801db,The Guardian,2023,IPCC,From climate change ‘certainty’ to rapid decline: a timeline of IPCC reports,https://www.theguardian.com/environment/2023/mar/20/from-climate-change-certainty-to-rapid-decline-a-timeline-of-ipcc-reports,2023-03-20,2023-03-20,4,https://i.guim.co.uk/img/media/69f91369c675a2467419d414520e02319b0a01d7/28_0_3972_2384/master/3972.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-03-20_guardian_01931801db_img04.jpg,"Icebergs in a bay off Ammassalik Island, Greenland, in July 2007. Photograph: John Mcconnico/AP",,2,graph|timeline,2,photo|photograph,0,likely_visualization
guardian_01931801db,The Guardian,2023,IPCC,From climate change ‘certainty’ to rapid decline: a timeline of IPCC reports,https://www.theguardian.com/environment/2023/mar/20/from-climate-change-certainty-to-rapid-decline-a-timeline-of-ipcc-reports,2023-03-20,2023-03-20,6,https://i.guim.co.uk/img/media/faeee519e051c34f134974a3e898b0f74f48399b/0_275_4256_2553/master/4256.jpg?width=445&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-03-20_guardian_01931801db_img06.jpg,"Activists dressed like politicians set fire to a circle representing Earth during a demonstration in Utrecht, Netherlands. Photograph: Ana Fernandez/Sopa Images/Rex/Shutterstock",,2,graph|timeline,2,photo|photograph,0,likely_visualization
guardian_641cfacc51,The Guardian,2023,IPCC,Zali Steggall condemns ‘scaremongering’ over voice detail – as it happened,https://www.theguardian.com/australia-news/live/2023/apr/02/australia-news-live-aston-byelection-peter-dutton-liberals-libspill-mary-doyle-anthony-albanese-daniel-andrews-china,2023-04-01,2023-04-02,5,https://i.guim.co.uk/img/media/a9ac6e705164b8e04f3fb33e943f75833786dfe4/0_0_4990_3327/master/4990.jpg?width=465&dpr=1&s=none&crop=none,../Scripts/output/guardian/guardian_images/guardian_2023-04-01_guardian_641cfacc51_img05.jpg,"Under the tram deal, Torrens Connect will return operations, including drivers, operations control, customer service, network and timetable planning to government hands by August 2025. Photograph: Morgan Sette/AAP",,2,graph|table,2,photo|photograph,0,likely_visualization
