article_id,newspaper,year_window,search_term,article_title,article_url,published_date,updated_date,image_index,image_url,local_image_path,caption,credit
88042427-31bb-59d5-804a-e6a2f76715bc,The New York Times,2019,IPCC,"Ocean Warming Is Accelerating Faster Than Thought, New Research Finds",https://www.nytimes.com/2019/01/10/climate/ocean-warming-climate-change.html,2019-01-10,,1,https://static01.nyt.com/images/2019/01/10/climate/11CLI-OCEANTEMPS-p1/10CLI-OCEANHEAT2-articleLarge.jpg,,,
88042427-31bb-59d5-804a-e6a2f76715bc,The New York Times,2019,IPCC,"Ocean Warming Is Accelerating Faster Than Thought, New Research Finds",https://www.nytimes.com/2019/01/10/climate/ocean-warming-climate-change.html,2019-01-10,,2,https://static01.nyt.com/images/2019/01/10/climate/11CLI-OCEANTEMPS-p1/10CLI-OCEANHEAT2-thumbStandard.jpg,,,
1a06f667-38ac-5d40-b110-b95660b1116f,The New York Times,2019,"""1.5C""","Homes That Sold for Around $750,000",https://www.nytimes.com/2019/01/13/realestate/homes-that-sold-for-around-750000.html,2019-01-13,,1,https://static01.nyt.com/images/2019/01/13/realestate/13selling-Big/oakImage-1546641421128-articleLarge.jpg,,,
1a06f667-38ac-5d40-b110-b95660b1116f,The New York Times,2019,"""1.5C""","Homes That Sold for Around $750,000",https://www.nytimes.com/2019/01/13/realestate/homes-that-sold-for-around-750000.html,2019-01-13,,2,https://static01.nyt.com/images/2019/01/13/realestate/13selling-Big/oakImage-1546641421128-thumbStandard.jpg,,,
60402368-e3e2-5cf8-8851-dcf0745e10a0,The New York Times,2019,"""global temperature""",Here’s How the Shutdown Is Delaying Climate Data and Undercutting Scientists,https://www.nytimes.com/2019/01/15/climate/government-shutdown-climate-change.html,2019-01-15,,1,https://static01.nyt.com/images/2019/01/16/climate/16CLI-MISSINGDATA/merlin_149093451_a6c161fd-9fa4-43ed-b59e-de2116d31082-articleLarge.jpg,,,
60402368-e3e2-5cf8-8851-dcf0745e10a0,The New York Times,2019,"""global temperature""",Here’s How the Shutdown Is Delaying Climate Data and Undercutting Scientists,https://www.nytimes.com/2019/01/15/climate/government-shutdown-climate-change.html,2019-01-15,,2,https://static01.nyt.com/images/2019/01/16/climate/16CLI-MISSINGDATA/16CLI-MISSINGDATA-thumbStandard.jpg,,,
9d262f9a-9454-510b-964f-3298e41fc00b,The New York Times,2019,"""global temperature""",How Cold Weather and Climate Change Are Connected,https://www.nytimes.com/2019/01/30/climate/climate-fwd-cold-weather-dvr.html,2019-01-30,,1,https://static01.nyt.com/images/2019/01/31/climate/31cli-newsletter-settop/31cli-newsletter-settop-articleLarge.gif,,,
9d262f9a-9454-510b-964f-3298e41fc00b,The New York Times,2019,"""global temperature""",How Cold Weather and Climate Change Are Connected,https://www.nytimes.com/2019/01/30/climate/climate-fwd-cold-weather-dvr.html,2019-01-30,,2,https://static01.nyt.com/images/2019/01/31/climate/31cli-newsletter-settop/31cli-newsletter-settop-thumbStandard.jpg,,,
92fe3246-9f94-540f-b75c-9fef6adb2b7c,The New York Times,2019,IPCC,The Tiny Swiss Company That Thinks It Can Help Stop Climate Change,https://www.nytimes.com/2019/02/12/magazine/climeworks-business-climate-change.html,2019-02-12,,1,https://static01.nyt.com/images/2019/02/17/magazine/17mag-climeworks-image1/17mag-climeworks-image1-articleLarge.jpg,,,
92fe3246-9f94-540f-b75c-9fef6adb2b7c,The New York Times,2019,IPCC,The Tiny Swiss Company That Thinks It Can Help Stop Climate Change,https://www.nytimes.com/2019/02/12/magazine/climeworks-business-climate-change.html,2019-02-12,,2,https://static01.nyt.com/images/2019/02/17/magazine/17mag-climeworks-image1/17mag-climeworks-image1-thumbStandard-v2.jpg,,,
825a5192-7570-5c1b-9f0b-43c4cb493e01,The New York Times,2019,"""global temperature""",Students Across the World Are Protesting on Friday. Why?,https://www.nytimes.com/2019/03/14/world/europe/climate-action-strikes-youth.html,2019-03-14,,1,https://static01.nyt.com/images/2019/03/14/world/14climate-protest-1/merlin_150772437_cda3bf88-bec4-4677-b463-ff0a99cacf9c-articleLarge.jpg,,,
825a5192-7570-5c1b-9f0b-43c4cb493e01,The New York Times,2019,"""global temperature""",Students Across the World Are Protesting on Friday. Why?,https://www.nytimes.com/2019/03/14/world/europe/climate-action-strikes-youth.html,2019-03-14,,2,https://static01.nyt.com/images/2019/03/14/world/14climate-protest-1/14climate-protest-1-thumbStandard.jpg,,,
63f24f22-0b51-533e-8804-799b73e004c0,The New York Times,2019,IPCC,Looking Again at the Chernobyl Disaster,https://www.nytimes.com/2019/04/03/books/review/adam-higginbotham-midnight-in-chernobyl.html,2019-04-03,,1,https://static01.nyt.com/images/2019/04/07/books/review/07Crease2/merlin_13649567_d4f838b8-5d23-4588-823f-c7c7a9d5a91e-articleLarge.jpg,,,
63f24f22-0b51-533e-8804-799b73e004c0,The New York Times,2019,IPCC,Looking Again at the Chernobyl Disaster,https://www.nytimes.com/2019/04/03/books/review/adam-higginbotham-midnight-in-chernobyl.html,2019-04-03,,2,https://static01.nyt.com/images/2019/04/07/books/review/07Crease2/07Crease2-thumbStandard.jpg,,,
5f2682d7-1a1b-5371-8503-5051bacd54c1,The New York Times,2019,IPCC,How 18 Democratic Candidates Responded to a Climate Policy Survey,https://www.nytimes.com/2019/04/18/us/politics/climate-change-2020-democratic-candidates.html,2019-04-18,,1,https://static01.nyt.com/images/2019/04/18/us/politics/18climate-democrats-responses/merlin_152735520_cfb9853e-d715-4c4c-9c5b-a9e83c24ee93-articleLarge.jpg,,,
5f2682d7-1a1b-5371-8503-5051bacd54c1,The New York Times,2019,IPCC,How 18 Democratic Candidates Responded to a Climate Policy Survey,https://www.nytimes.com/2019/04/18/us/politics/climate-change-2020-democratic-candidates.html,2019-04-18,,2,https://static01.nyt.com/images/2019/04/18/us/politics/18climate-democrats-responses/18climate-democrats-responses-thumbStandard.jpg,,,
